snapshot_date,dimension_type,dimension_id,dimension_label,count_recent,count_prior,share_recent,share_prior,yoy_share_change,rank_recent,taxonomy_version,data_version
2025-06-01,field_total,ALL,All linguistics (union),74436,68560,1.0,1.0,0.0,0,3fb46f2158,default
2025-06-01,topic,T10021,EFL/ESL Teaching and Learning,8126,6327,0.10916761,0.09228413,0.01688348,1,3fb46f2158,default
2025-06-01,topic,T10759,Translation Studies and Practices,6440,6416,0.08651728,0.09358226,-0.00706499,2,3fb46f2158,default
2025-06-01,topic,T13122,Linguistics and Cultural Studies,5288,4745,0.07104089,0.06920945,0.00183144,3,3fb46f2158,default
2025-06-01,topic,T12768,Linguistics and language evolution,5127,4166,0.06887796,0.06076429,0.00811367,4,3fb46f2158,default
2025-06-01,topic,T10265,Multilingual Education and Policy,5051,4303,0.06785695,0.06276254,0.00509441,5,3fb46f2158,default
2025-06-01,topic,T12373,Linguistic research and analysis,4438,3951,0.05962169,0.05762835,0.00199333,6,3fb46f2158,default
2025-06-01,topic,T14006,"Linguistics, Language Diversity, and Identity",3284,3416,0.04411844,0.04982497,-0.00570653,7,3fb46f2158,default
2025-06-01,topic,T14081,Linguistic Education and Pedagogy,3161,2643,0.04246601,0.03855018,0.00391584,8,3fb46f2158,default
2025-06-01,topic,T13538,Linguistics and Language Analysis,3037,3502,0.04080015,0.05107935,-0.0102792,9,3fb46f2158,default
2025-06-01,topic,T13912,"Language, Linguistics, Cultural Analysis",2899,2139,0.03894621,0.03119895,0.00774726,10,3fb46f2158,default
2025-06-01,topic,T12341,Spanish Linguistics and Language Studies,2672,2541,0.03589661,0.03706243,-0.00116582,11,3fb46f2158,default
2025-06-01,topic,T10034,"Syntax, Semantics, Linguistic Variation",2625,2516,0.03526519,0.03669778,-0.00143259,12,3fb46f2158,default
2025-06-01,topic,T12658,Language and Culture,2624,2646,0.03525176,0.03859393,-0.00334217,13,3fb46f2158,default
2025-06-01,topic,T10383,"Language, Discourse, Communication Strategies",2487,2488,0.03341125,0.03628938,-0.00287813,14,3fb46f2158,default
2025-06-01,topic,T11640,Linguistic Variation and Morphology,2244,2130,0.0301467,0.03106768,-0.00092097,15,3fb46f2158,default
2025-06-01,topic,T12353,Lexicography and Language Studies,2137,2183,0.02870923,0.03184072,-0.0031315,16,3fb46f2158,default
2025-06-01,topic,T14021,Medieval European Literature and History,1979,1842,0.0265866,0.02686698,-0.00028038,17,3fb46f2158,default
2025-06-01,topic,T13156,Historical Linguistics and Language Studies,1899,1944,0.02551185,0.02835473,-0.00284288,18,3fb46f2158,default
2025-06-01,topic,T13152,French Language Learning Methods,1783,1981,0.02395346,0.0288944,-0.00494094,19,3fb46f2158,default
2025-06-01,topic,T13310,Subtitles and Audiovisual Media,1728,1454,0.02321457,0.0212077,0.00200687,20,3fb46f2158,default
2025-06-01,topic,T13260,Linguistics and Language Studies,1692,1589,0.02273094,0.02317678,-0.00044584,21,3fb46f2158,default
2025-06-01,topic,T12881,linguistics and terminology studies,1672,1705,0.02246225,0.02486873,-0.00240648,22,3fb46f2158,default
2025-06-01,topic,T13727,Linguistic and Sociocultural Studies,1033,988,0.01387769,0.01441074,-0.00053304,23,3fb46f2158,default
2025-06-01,topic,T13814,Cultural and political discourse analysis,670,680,0.00900102,0.00991832,-0.0009173,24,3fb46f2158,default
2025-06-01,topic,T14170,Classical Studies and Philology,289,221,0.00388253,0.00322345,0.00065908,25,3fb46f2158,default
2025-06-01,topic,T13606,Umberto Eco and Semiotics,51,44,0.00068515,0.00064177,4.338e-05,26,3fb46f2158,default
