snapshot_date,dimension_type,dimension_id,dimension_label,count_recent,count_prior,share_recent,share_prior,yoy_share_change,rank_recent,taxonomy_version,data_version
2021-12-01,field_total,ALL,All linguistics (union),78130,89970,1.0,1.0,0.0,0,3fb46f2158,default
2021-12-01,topic,T10021,EFL/ESL Teaching and Learning,6546,7284,0.08378344,0.08096032,0.00282312,1,3fb46f2158,default
2021-12-01,topic,T10759,Translation Studies and Practices,6427,7218,0.08226034,0.08022674,0.00203359,2,3fb46f2158,default
2021-12-01,topic,T12373,Linguistic research and analysis,4754,5143,0.06084731,0.0571635,0.00368381,3,3fb46f2158,default
2021-12-01,topic,T12768,Linguistics and language evolution,4514,5730,0.0577755,0.0636879,-0.00591239,4,3fb46f2158,default
2021-12-01,topic,T13122,Linguistics and Cultural Studies,4441,4979,0.05684116,0.05534067,0.00150049,5,3fb46f2158,default
2021-12-01,topic,T10265,Multilingual Education and Policy,4311,4790,0.05517727,0.05323997,0.0019373,6,3fb46f2158,default
2021-12-01,topic,T14006,"Linguistics, Language Diversity, and Identity",4070,4304,0.05209267,0.04783817,0.0042545,7,3fb46f2158,default
2021-12-01,topic,T12341,Spanish Linguistics and Language Studies,3726,4508,0.04768975,0.05010559,-0.00241584,8,3fb46f2158,default
2021-12-01,topic,T13538,Linguistics and Language Analysis,3691,4012,0.04724178,0.04459264,0.00264913,9,3fb46f2158,default
2021-12-01,topic,T14081,Linguistic Education and Pedagogy,3275,3545,0.04191732,0.03940202,0.00251529,10,3fb46f2158,default
2021-12-01,topic,T12658,Language and Culture,3246,3711,0.04154614,0.04124708,0.00029906,11,3fb46f2158,default
2021-12-01,topic,T14021,Medieval European Literature and History,3081,3947,0.03943428,0.04387018,-0.0044359,12,3fb46f2158,default
2021-12-01,topic,T10383,"Language, Discourse, Communication Strategies",3025,3097,0.03871752,0.03442259,0.00429494,13,3fb46f2158,default
2021-12-01,topic,T10034,"Syntax, Semantics, Linguistic Variation",3013,3734,0.03856393,0.04150272,-0.00293879,14,3fb46f2158,default
2021-12-01,topic,T12353,Lexicography and Language Studies,2818,3811,0.03606809,0.04235856,-0.00629047,15,3fb46f2158,default
2021-12-01,topic,T13152,French Language Learning Methods,2660,3192,0.03404582,0.03547849,-0.00143267,16,3fb46f2158,default
2021-12-01,topic,T13912,"Language, Linguistics, Cultural Analysis",2415,3024,0.03091002,0.0336112,-0.00270118,17,3fb46f2158,default
2021-12-01,topic,T11640,Linguistic Variation and Morphology,2408,2887,0.03082043,0.03208847,-0.00126805,18,3fb46f2158,default
2021-12-01,topic,T13156,Historical Linguistics and Language Studies,2403,2835,0.03075643,0.0315105,-0.00075407,19,3fb46f2158,default
2021-12-01,topic,T12881,linguistics and terminology studies,1745,1966,0.02233457,0.02185173,0.00048284,20,3fb46f2158,default
2021-12-01,topic,T13260,Linguistics and Language Studies,1724,1680,0.02206579,0.01867289,0.0033929,21,3fb46f2158,default
2021-12-01,topic,T13310,Subtitles and Audiovisual Media,1252,1563,0.01602457,0.01737246,-0.00134788,22,3fb46f2158,default
2021-12-01,topic,T13814,Cultural and political discourse analysis,1197,1512,0.01532062,0.0168056,-0.00148498,23,3fb46f2158,default
2021-12-01,topic,T13727,Linguistic and Sociocultural Studies,1088,1111,0.01392551,0.01234856,0.00157695,24,3fb46f2158,default
2021-12-01,topic,T14170,Classical Studies and Philology,225,324,0.00287982,0.0036012,-0.00072138,25,3fb46f2158,default
2021-12-01,topic,T13606,Umberto Eco and Semiotics,75,63,0.00095994,0.00070023,0.00025971,26,3fb46f2158,default
