snapshot_date,dimension_type,dimension_id,dimension_label,count_recent,count_prior,share_recent,share_prior,yoy_share_change,rank_recent,taxonomy_version,data_version
2026-06-03,field_total,ALL,All linguistics (union),32830,77696,1.0,1.0,0.0,0,spine-year,
2026-06-03,construct,ox_language_studies,Language Studies,8450,16545,0.257386537,0.212945325,0.044441211,1,spine-year,openalex
2026-06-03,construct,ox_language_learning,Language Learning,4092,7165,0.124642096,0.09221839,0.032423706,2,spine-year,openalex
2026-06-03,construct,ox_learners,Learners,4055,6564,0.123515078,0.084483114,0.039031964,3,spine-year,openalex
2026-06-03,construct,ox_language_teaching,Language Teaching,3436,5622,0.104660372,0.072358937,0.032301434,4,spine-year,openalex
2026-06-03,construct,ox_language_education,Language Education,3039,5116,0.092567773,0.065846376,0.026721398,5,spine-year,openalex
2026-06-03,construct,ox_pedagogy,Pedagogy,2928,4128,0.089186719,0.053130148,0.036056571,6,spine-year,openalex
2026-06-03,construct,ox_meaning,Meaning,2330,4965,0.070971672,0.063902904,0.007068769,7,spine-year,openalex
2026-06-03,construct,ox_multilingualism,Multilingualism,2013,3242,0.06131587,0.04172673,0.01958914,8,spine-year,openalex
2026-06-03,construct,ox_corpus,Corpus,1668,3734,0.050807189,0.048059102,0.002748086,9,spine-year,openalex
2026-06-03,construct,ox_discourse_study,Discourse Study,1631,2857,0.049680171,0.03677152,0.012908651,10,spine-year,openalex
2026-06-03,construct,ox_pragmatics,Pragmatics,1547,2642,0.047121535,0.034004325,0.013117211,11,spine-year,openalex
2026-06-03,construct,ox_grammaticalization,Grammaticalization,1515,2963,0.046146817,0.038135811,0.008011006,12,spine-year,openalex
2026-06-03,construct,ox_grammar,Grammar,1450,2871,0.04416692,0.036951709,0.007215211,13,spine-year,openalex
2026-06-03,construct,ox_structuralism,Structuralism,1397,1856,0.042552543,0.023887974,0.01866457,14,spine-year,openalex
2026-06-03,construct,ox_cultural_translation,Cultural Translation,1351,2605,0.041151386,0.03352811,0.007623276,15,spine-year,openalex
2026-06-03,construct,language_policy,Language policy,1301,2031,0.039628389,0.026140342,0.013488047,16,spine-year,curated
2026-06-03,construct,ox_learning_strategies,Learning Strategies,1244,2339,0.037892172,0.03010451,0.007787662,17,spine-year,openalex
2026-06-03,construct,ox_discourse_analysis,Discourse Analysis,1218,2237,0.037100213,0.028791701,0.008308512,18,spine-year,openalex
2026-06-03,construct,ox_teaching_methods,Teaching Methods,1208,2268,0.036795614,0.029190692,0.007604922,19,spine-year,openalex
2026-06-03,construct,ox_bilingual,Bilingual,1186,1938,0.036125495,0.024943369,0.011182126,20,spine-year,openalex
2026-06-03,construct,ox_bilingualism,Bilingualism,1186,1938,0.036125495,0.024943369,0.011182126,21,spine-year,openalex
2026-06-03,construct,ox_perception,Perception,1180,2857,0.035942735,0.03677152,-0.000828784,22,spine-year,openalex
2026-06-03,construct,ox_language_acquisition,Language Acquisition,1151,2155,0.035059397,0.027736306,0.007323091,23,spine-year,openalex
2026-06-03,construct,ox_linguistic_identity,Linguistic Identity,1150,1927,0.035028937,0.024801792,0.010227145,24,spine-year,openalex
