snapshot_date,dimension_type,dimension_id,dimension_label,count_recent,count_prior,share_recent,share_prior,yoy_share_change,rank_recent,taxonomy_version,data_version
2014-12-31,field_total,ALL,All linguistics (union),89137,81230,1.0,1.0,0.0,0,spine-year,
2014-12-31,construct,ox_language_studies,Language Studies,7753,7148,0.086978471,0.087997045,-0.001018574,1,spine-year,openalex
2014-12-31,construct,ox_learners,Learners,3792,3661,0.042541257,0.045069556,-0.002528299,2,spine-year,openalex
2014-12-31,construct,ox_language_learning,Language Learning,3640,3546,0.040836016,0.043653822,-0.002817806,3,spine-year,openalex
2014-12-31,construct,ox_meaning,Meaning,3311,3145,0.037145069,0.038717223,-0.001572154,4,spine-year,openalex
2014-12-31,construct,ox_language_teaching,Language Teaching,3196,3127,0.03585492,0.03849563,-0.00264071,5,spine-year,openalex
2014-12-31,construct,ox_corpus,Corpus,2745,2574,0.030795293,0.0316878,-0.000892507,6,spine-year,openalex
2014-12-31,construct,ox_grammar,Grammar,2468,2418,0.027687717,0.029767327,-0.002079611,7,spine-year,openalex
2014-12-31,construct,ox_grammaticalization,Grammaticalization,2189,1998,0.024557703,0.024596824,-3.9121e-05,8,spine-year,openalex
2014-12-31,construct,ox_dialects,Dialects,1876,1702,0.021046255,0.02095285,9.3405e-05,9,spine-year,openalex
2014-12-31,construct,ox_language_education,Language Education,1838,1802,0.020619945,0.022183922,-0.001563978,10,spine-year,openalex
2014-12-31,construct,ox_language_change,Language Change,1835,1758,0.020586289,0.02164225,-0.001055962,11,spine-year,openalex
2014-12-31,construct,ox_dictionaries,Dictionaries,1785,1859,0.020025354,0.022885633,-0.002860279,12,spine-year,openalex
2014-12-31,construct,ox_pragmatics,Pragmatics,1725,1674,0.019352233,0.02060815,-0.001255917,13,spine-year,openalex
2014-12-31,construct,ox_morphology,Morphology,1366,1304,0.015324725,0.016053182,-0.000728457,14,spine-year,openalex
2014-12-31,construct,ox_discourse_study,Discourse Study,1321,1127,0.014819884,0.013874184,0.0009457,15,spine-year,openalex
2014-12-31,construct,ox_bilingual,Bilingual,1313,1237,0.014730135,0.015228364,-0.000498229,16,spine-year,openalex
2014-12-31,construct,ox_bilingualism,Bilingualism,1313,1237,0.014730135,0.015228364,-0.000498229,17,spine-year,openalex
2014-12-31,construct,ox_perception,Perception,1294,1189,0.014516979,0.014637449,-0.00012047,18,spine-year,openalex
2014-12-31,construct,ox_usage,Usage,1231,1219,0.013810202,0.015006771,-0.001196569,19,spine-year,openalex
2014-12-31,construct,ox_syntax,Syntax,1229,1221,0.013787765,0.015031392,-0.001243627,20,spine-year,openalex
2014-12-31,construct,ox_language_acquisition,Language Acquisition,1173,1208,0.013159518,0.014871353,-0.001711834,21,spine-year,openalex
2014-12-31,construct,ox_sociolinguistics,Sociolinguistics,1151,1132,0.012912707,0.013935738,-0.001023031,22,spine-year,openalex
2014-12-31,construct,ox_discourse_analysis,Discourse Analysis,1146,994,0.012856614,0.012236858,0.000619756,23,spine-year,openalex
2014-12-31,construct,ox_pedagogy,Pedagogy,1140,1094,0.012789302,0.013467931,-0.000678629,24,spine-year,openalex
2014-12-31,construct,ox_second_language_learning,Second Language Learning,1099,1060,0.012329336,0.013049366,-0.00072003,25,spine-year,openalex
2014-12-31,construct,ox_multilingualism,Multilingualism,1064,1045,0.011936682,0.012864705,-0.000928023,26,spine-year,openalex
2014-12-31,construct,ox_semantics,Semantics,1054,993,0.011824495,0.012224548,-0.000400053,27,spine-year,openalex
2014-12-31,construct,ox_cultural_translation,Cultural Translation,941,906,0.010556783,0.011153515,-0.000596731,28,spine-year,openalex
2014-12-31,construct,ox_language_attitudes,Language Attitudes,940,837,0.010545565,0.010304075,0.00024149,29,spine-year,openalex
2014-12-31,construct,focus_on_form,Focus on form,932,875,0.010455815,0.010771882,-0.000316067,30,spine-year,curated
2014-12-31,construct,ox_power,Power,875,793,0.00981635,0.009762403,5.3947e-05,31,spine-year,openalex
2014-12-31,construct,ox_structuralism,Structuralism,875,843,0.00981635,0.010377939,-0.000561589,32,spine-year,openalex
2014-12-31,construct,language_policy,Language policy,873,902,0.009793913,0.011104272,-0.001310359,33,spine-year,curated
2014-12-31,construct,ox_teaching_methods,Teaching Methods,848,799,0.009513446,0.009836267,-0.000322822,34,spine-year,openalex
2014-12-31,construct,ox_terminology,Terminology,824,808,0.009244197,0.009947064,-0.000702867,35,spine-year,openalex
2014-12-31,construct,world_englishes,World Englishes,809,740,0.009075917,0.009109935,-3.4018e-05,36,spine-year,curated
