snapshot_date,dimension_type,dimension_id,dimension_label,count_recent,count_prior,share_recent,share_prior,yoy_share_change,rank_recent,taxonomy_version,data_version
2025-12-31,field_total,ALL,All linguistics (union),85609,73701,1.0,1.0,0.0,0,spine-year,
2025-12-31,construct,ox_language_studies,Language Studies,19058,13759,0.222616781,0.186686748,0.035930033,1,spine-year,openalex
2025-12-31,construct,ox_language_learning,Language Learning,8200,5643,0.095784322,0.076566125,0.019218196,2,spine-year,openalex
2025-12-31,construct,ox_learners,Learners,7265,4415,0.084862573,0.059904208,0.024958365,3,spine-year,openalex
2025-12-31,construct,ox_language_teaching,Language Teaching,6391,4618,0.074653366,0.06265858,0.011994786,4,spine-year,openalex
2025-12-31,construct,ox_language_education,Language Education,5935,3736,0.069326823,0.050691307,0.018635516,5,spine-year,openalex
2025-12-31,construct,ox_meaning,Meaning,5509,4456,0.064350711,0.060460509,0.003890201,6,spine-year,openalex
2025-12-31,construct,ox_pedagogy,Pedagogy,4617,2219,0.053931246,0.03010814,0.023823106,7,spine-year,openalex
2025-12-31,construct,ox_corpus,Corpus,4200,3564,0.049060262,0.048357553,0.00070271,8,spine-year,openalex
2025-12-31,construct,ox_multilingualism,Multilingualism,3734,2232,0.043616909,0.030284528,0.013332381,9,spine-year,openalex
2025-12-31,construct,ox_grammaticalization,Grammaticalization,3354,2331,0.039178124,0.031627793,0.00755033,10,spine-year,openalex
2025-12-31,construct,ox_discourse_study,Discourse Study,3331,2080,0.03890946,0.028222141,0.01068732,11,spine-year,openalex
2025-12-31,construct,ox_grammar,Grammar,3234,2227,0.037776402,0.030216686,0.007559716,12,spine-year,openalex
2025-12-31,construct,ox_perception,Perception,3179,2178,0.037133946,0.029551838,0.007582108,13,spine-year,openalex
2025-12-31,construct,ox_pragmatics,Pragmatics,2924,1886,0.034155287,0.025589883,0.008565404,14,spine-year,openalex
2025-12-31,construct,ox_cultural_translation,Cultural Translation,2910,1701,0.033991753,0.023079741,0.010912012,15,spine-year,openalex
2025-12-31,construct,ox_language_change,Language Change,2899,2542,0.033863262,0.034490712,-0.00062745,16,spine-year,openalex
2025-12-31,construct,ox_learning_strategies,Learning Strategies,2651,1448,0.03096637,0.019646952,0.011319418,17,spine-year,openalex
2025-12-31,construct,ox_discourse_analysis,Discourse Analysis,2629,1678,0.030709388,0.022767669,0.007941719,18,spine-year,openalex
2025-12-31,construct,ox_dialects,Dialects,2568,2139,0.029996846,0.029022673,0.000974173,19,spine-year,openalex
2025-12-31,construct,ox_teaching_methods,Teaching Methods,2553,1880,0.029821631,0.025508473,0.004313157,20,spine-year,openalex
2025-12-31,construct,ox_sociolinguistics,Sociolinguistics,2415,1415,0.028209651,0.019199197,0.009010454,21,spine-year,openalex
2025-12-31,construct,language_policy,Language policy,2414,1482,0.02819797,0.020108275,0.008089695,22,spine-year,curated
2025-12-31,construct,ox_language_acquisition,Language Acquisition,2410,1579,0.028151246,0.021424404,0.006726842,23,spine-year,openalex
2025-12-31,construct,ox_language_learning_strategies,Language Learning Strategies,2268,1216,0.026492542,0.016499098,0.009993444,24,spine-year,openalex
2025-12-31,construct,ox_linguistic_identity,Linguistic Identity,2243,1084,0.026200516,0.014708077,0.011492439,25,spine-year,openalex
2025-12-31,construct,ox_bilingual,Bilingual,2226,1660,0.026001939,0.022523439,0.0034785,26,spine-year,openalex
2025-12-31,construct,ox_bilingualism,Bilingualism,2226,1660,0.026001939,0.022523439,0.0034785,27,spine-year,openalex
2025-12-31,construct,ox_structuralism,Structuralism,2097,1236,0.024495088,0.016770464,0.007724624,28,spine-year,openalex
2025-12-31,construct,focus_on_form,Focus on form,2039,1386,0.023817589,0.018805715,0.005011874,29,spine-year,curated
2025-12-31,construct,ox_usage,Usage,2037,1569,0.023794227,0.021288721,0.002505507,30,spine-year,openalex
2025-12-31,construct,ox_morphology,Morphology,1966,1412,0.022964875,0.019158492,0.003806383,31,spine-year,openalex
2025-12-31,construct,ox_ideology,Ideology,1903,1310,0.022228971,0.017774521,0.00445445,32,spine-year,openalex
2025-12-31,construct,ox_social_communication,Social Communication,1899,1167,0.022182247,0.015834249,0.006347998,33,spine-year,openalex
2025-12-31,construct,ox_dictionaries,Dictionaries,1845,1652,0.021551472,0.022414893,-0.00086342,34,spine-year,openalex
2025-12-31,construct,mixed_methods,Mixed methods,1839,884,0.021481386,0.01199441,0.009486976,35,spine-year,curated
2025-12-31,construct,ox_second_language_learning,Second Language Learning,1830,1323,0.021376257,0.01795091,0.003425347,36,spine-year,openalex
2025-12-31,construct,ox_terminology,Terminology,1769,1215,0.020663715,0.016485529,0.004178186,37,spine-year,openalex
2025-12-31,construct,ox_language_variation,Language Variation,1736,1218,0.020278242,0.016526234,0.003752007,38,spine-year,openalex
2025-12-31,construct,ox_power,Power,1694,1213,0.019787639,0.016458393,0.003329246,39,spine-year,openalex
2025-12-31,construct,ox_language_diversity,Language Diversity,1645,1105,0.019215269,0.014993012,0.004222257,40,spine-year,openalex
2025-12-31,construct,ox_social_interaction,Social Interaction,1643,987,0.019191907,0.013391949,0.005799959,41,spine-year,openalex
2025-12-31,construct,ox_literature_analysis,Literature Analysis,1637,1248,0.019121821,0.016933284,0.002188537,42,spine-year,openalex
2025-12-31,construct,ox_language_attitudes,Language Attitudes,1601,1339,0.018701305,0.018168003,0.000533302,43,spine-year,openalex
2025-12-31,construct,ox_language_ideologies,Language Ideologies,1446,938,0.016890747,0.0127271,0.004163647,44,spine-year,openalex
2025-12-31,construct,language_ideology,Language ideology,1446,938,0.016890747,0.0127271,0.004163647,45,spine-year,curated
2025-12-31,construct,world_englishes,World Englishes,1370,1058,0.01600299,0.0143553,0.00164769,46,spine-year,curated
2025-12-31,construct,ox_linguistic_diversity,Linguistic Diversity,1349,794,0.015757689,0.01077326,0.00498443,47,spine-year,openalex
2025-12-31,construct,ox_foreign_language_education,Foreign Language Education,1314,878,0.015348854,0.011913,0.003435854,48,spine-year,openalex
2025-12-31,construct,ox_semantics,Semantics,1245,1088,0.014542863,0.014762351,-0.000219487,49,spine-year,openalex
2025-12-31,construct,ox_linguistic_competence,Linguistic Competence,1229,490,0.014355967,0.006648485,0.007707482,50,spine-year,openalex
2025-12-31,construct,multimodality,Multimodality,1217,828,0.014215795,0.011234583,0.002981212,51,spine-year,curated
2025-12-31,construct,ox_syntax,Syntax,1210,932,0.014134028,0.01264569,0.001488338,52,spine-year,openalex
2025-12-31,construct,learner_engagement,Learner engagement,1189,357,0.013888727,0.004843896,0.00904483,53,spine-year,curated
2025-12-31,construct,ox_vocabulary_learning,Vocabulary Learning,1164,749,0.013596701,0.010162684,0.003434017,54,spine-year,openalex
2025-12-31,construct,ox_literary_translation,Literary Translation,1159,933,0.013538296,0.012659258,0.000879038,55,spine-year,openalex
2025-12-31,construct,ox_language_anxiety,Language Anxiety,1129,614,0.013187866,0.008330959,0.004856907,56,spine-year,openalex
2025-12-31,construct,ox_language_contact,Language Contact,1110,907,0.012965926,0.012306482,0.000659445,57,spine-year,openalex
2025-12-31,construct,heritage_language,Heritage language,1101,800,0.012860797,0.01085467,0.002006128,58,spine-year,curated
2025-12-31,construct,ox_second_language_acquisition,Second Language Acquisition,1091,715,0.012743987,0.009701361,0.003042626,59,spine-year,openalex
2025-12-31,construct,ox_narrative_analysis,Narrative Analysis,1082,640,0.012638858,0.008683736,0.003955122,60,spine-year,openalex
2025-12-31,construct,ox_social_meaning,Social Meaning,1054,732,0.01231179,0.009932023,0.002379767,61,spine-year,openalex
2025-12-31,construct,linguistic_landscape,Linguistic landscape,929,655,0.010851663,0.008887261,0.001964402,62,spine-year,curated
2025-12-31,construct,translanguaging,Translanguaging,904,451,0.010559637,0.00611932,0.004440317,63,spine-year,curated
