snapshot_date,dimension_type,dimension_id,dimension_label,count_recent,count_prior,share_recent,share_prior,yoy_share_change,rank_recent,taxonomy_version,data_version
2015-12-31,field_total,ALL,All linguistics (union),97544,91250,1.0,1.0,0.0,0,spine-year,
2015-12-31,construct,ox_language_studies,Language Studies,8690,8236,0.089088001,0.090257534,-0.001169533,1,spine-year,openalex
2015-12-31,construct,ox_language_learning,Language Learning,4324,3953,0.044328713,0.043320548,0.001008165,2,spine-year,openalex
2015-12-31,construct,ox_learners,Learners,4143,3903,0.04247314,0.042772603,-0.000299462,3,spine-year,openalex
2015-12-31,construct,ox_meaning,Meaning,3673,3396,0.037654802,0.037216438,0.000438364,4,spine-year,openalex
2015-12-31,construct,ox_language_teaching,Language Teaching,3534,3356,0.036229804,0.036778082,-0.000548278,5,spine-year,openalex
2015-12-31,construct,ox_corpus,Corpus,3207,2782,0.032877471,0.030487671,0.002389799,6,spine-year,openalex
2015-12-31,construct,ox_grammar,Grammar,2548,2540,0.026121545,0.027835616,-0.001714071,7,spine-year,openalex
2015-12-31,construct,ox_grammaticalization,Grammaticalization,2251,2256,0.023076765,0.024723288,-0.001646522,8,spine-year,openalex
2015-12-31,construct,ox_language_education,Language Education,2226,1971,0.022820471,0.0216,0.001220471,9,spine-year,openalex
2015-12-31,construct,ox_language_change,Language Change,2095,1922,0.021477487,0.021063014,0.000414473,10,spine-year,openalex
2015-12-31,construct,ox_pragmatics,Pragmatics,1993,1741,0.020431805,0.019079452,0.001352353,11,spine-year,openalex
2015-12-31,construct,ox_dictionaries,Dictionaries,1972,1795,0.020216518,0.019671233,0.000545285,12,spine-year,openalex
2015-12-31,construct,ox_dialects,Dialects,1964,1907,0.020134503,0.02089863,-0.000764127,13,spine-year,openalex
2015-12-31,construct,ox_discourse_study,Discourse Study,1506,1407,0.015439186,0.015419178,2.0008e-05,14,spine-year,openalex
2015-12-31,construct,ox_perception,Perception,1485,1298,0.015223899,0.014224658,0.000999241,15,spine-year,openalex
2015-12-31,construct,ox_morphology,Morphology,1449,1385,0.014854835,0.015178082,-0.000323247,16,spine-year,openalex
2015-12-31,construct,ox_bilingual,Bilingual,1407,1331,0.01442426,0.014586301,-0.000162042,17,spine-year,openalex
2015-12-31,construct,ox_bilingualism,Bilingualism,1407,1331,0.01442426,0.014586301,-0.000162042,18,spine-year,openalex
2015-12-31,construct,ox_usage,Usage,1401,1268,0.014362749,0.01389589,0.000466859,19,spine-year,openalex
2015-12-31,construct,ox_discourse_analysis,Discourse Analysis,1372,1191,0.014065447,0.013052055,0.001013393,20,spine-year,openalex
2015-12-31,construct,ox_pedagogy,Pedagogy,1314,1167,0.013470844,0.012789041,0.000681803,21,spine-year,openalex
2015-12-31,construct,ox_syntax,Syntax,1295,1277,0.01327606,0.013994521,-0.000718461,22,spine-year,openalex
2015-12-31,construct,ox_language_acquisition,Language Acquisition,1287,1236,0.013194046,0.013545205,-0.00035116,23,spine-year,openalex
2015-12-31,construct,ox_second_language_learning,Second Language Learning,1247,1214,0.012783974,0.01330411,-0.000520135,24,spine-year,openalex
2015-12-31,construct,ox_sociolinguistics,Sociolinguistics,1244,1179,0.012753219,0.012920548,-0.000167329,25,spine-year,openalex
2015-12-31,construct,ox_multilingualism,Multilingualism,1240,1072,0.012712212,0.011747945,0.000964267,26,spine-year,openalex
2015-12-31,construct,ox_semantics,Semantics,1203,1085,0.012332896,0.011890411,0.000442485,27,spine-year,openalex
2015-12-31,construct,focus_on_form,Focus on form,1076,987,0.011030919,0.010816438,0.000214481,28,spine-year,curated
2015-12-31,construct,ox_language_attitudes,Language Attitudes,1063,971,0.010897646,0.010641096,0.00025655,29,spine-year,openalex
2015-12-31,construct,language_policy,Language policy,1051,910,0.010774625,0.009972603,0.000802022,30,spine-year,curated
2015-12-31,construct,ox_structuralism,Structuralism,1021,887,0.010467071,0.009720548,0.000746523,31,spine-year,openalex
2015-12-31,construct,ox_terminology,Terminology,1011,820,0.010364553,0.008986301,0.001378252,32,spine-year,openalex
2015-12-31,construct,ox_teaching_methods,Teaching Methods,1008,891,0.010333798,0.009764384,0.000569415,33,spine-year,openalex
2015-12-31,construct,ox_cultural_translation,Cultural Translation,984,977,0.010087755,0.010706849,-0.000619094,34,spine-year,openalex
2015-12-31,construct,ox_ideology,Ideology,960,829,0.009841712,0.009084932,0.000756781,35,spine-year,openalex
2015-12-31,construct,ox_power,Power,946,896,0.009698187,0.009819178,-0.000120991,36,spine-year,openalex
2015-12-31,construct,ox_language_variation,Language Variation,905,867,0.009277864,0.00950137,-0.000223506,37,spine-year,openalex
2015-12-31,construct,world_englishes,World Englishes,897,867,0.00919585,0.00950137,-0.00030552,38,spine-year,curated
2015-12-31,construct,ox_language_contact,Language Contact,856,815,0.008775527,0.008931507,-0.00015598,39,spine-year,openalex
2015-12-31,construct,ox_indexicality,Indexicality,824,732,0.00844747,0.008021918,0.000425552,40,spine-year,openalex
2015-12-31,construct,ox_learning_strategies,Learning Strategies,821,718,0.008416715,0.007868493,0.000548221,41,spine-year,openalex
2015-12-31,construct,ox_social_interaction,Social Interaction,782,638,0.008016895,0.006991781,0.001025114,42,spine-year,openalex
2015-12-31,construct,ox_literature_analysis,Literature Analysis,732,659,0.007504306,0.007221918,0.000282388,43,spine-year,openalex
2015-12-31,construct,ox_conversation_analysis,Conversation Analysis,714,559,0.007319774,0.006126027,0.001193746,44,spine-year,openalex
2015-12-31,construct,ox_social_communication,Social Communication,709,557,0.007268515,0.00610411,0.001164405,45,spine-year,openalex
2015-12-31,construct,ox_second_language_acquisition,Second Language Acquisition,690,674,0.007073731,0.007386301,-0.000312571,46,spine-year,openalex
2015-12-31,construct,ox_language_learning_strategies,Language Learning Strategies,660,579,0.006766177,0.006345205,0.000420972,47,spine-year,openalex
2015-12-31,construct,ox_language_ideologies,Language Ideologies,637,558,0.006530386,0.006115068,0.000415318,48,spine-year,openalex
2015-12-31,construct,language_ideology,Language ideology,637,558,0.006530386,0.006115068,0.000415318,49,spine-year,curated
2015-12-31,construct,ox_literary_translation,Literary Translation,630,644,0.006458624,0.007057534,-0.00059891,50,spine-year,openalex
2015-12-31,construct,ox_linguistic_identity,Linguistic Identity,607,570,0.006222833,0.006246575,-2.3743e-05,51,spine-year,openalex
2015-12-31,construct,ox_lexicography,Lexicography,529,518,0.005423194,0.005676712,-0.000253519,52,spine-year,openalex
2015-12-31,construct,ox_foreign_language_education,Foreign Language Education,504,447,0.005166899,0.00489863,0.000268269,53,spine-year,openalex
2015-12-31,construct,ox_ethnography,Ethnography,500,488,0.005125892,0.005347945,-0.000222053,54,spine-year,openalex
2015-12-31,construct,ox_language_diversity,Language Diversity,499,460,0.00511564,0.005041096,7.4544e-05,55,spine-year,openalex
2015-12-31,construct,ox_social_meaning,Social Meaning,495,414,0.005074633,0.004536986,0.000537647,56,spine-year,openalex
2015-12-31,construct,ox_typology,typology,463,450,0.004746576,0.004931507,-0.000184931,57,spine-year,openalex
2015-12-31,construct,ox_minority_languages,Minority Languages,458,393,0.004695317,0.004306849,0.000388468,58,spine-year,openalex
2015-12-31,construct,heritage_language,Heritage language,427,357,0.004377512,0.003912329,0.000465183,59,spine-year,curated
2015-12-31,construct,ox_semiotics,Semiotics,426,362,0.00436726,0.003967123,0.000400137,60,spine-year,openalex
2015-12-31,construct,ox_etymology,Etymology,418,396,0.004285246,0.004339726,-5.448e-05,61,spine-year,openalex
2015-12-31,construct,codeswitching,Code-switching,404,344,0.004141721,0.003769863,0.000371858,62,spine-year,curated
2015-12-31,construct,ox_vocabulary_learning,Vocabulary Learning,378,309,0.003875174,0.003386301,0.000488873,63,spine-year,openalex
2015-12-31,construct,ox_political_discourse,Political Discourse,369,316,0.003782908,0.003463014,0.000319895,64,spine-year,openalex
2015-12-31,construct,ox_accent,Accent,368,326,0.003772656,0.003572603,0.000200054,65,spine-year,openalex
2015-12-31,construct,ox_semantic_changes,Semantic Changes,363,343,0.003721398,0.003758904,-3.7507e-05,66,spine-year,openalex
2015-12-31,construct,ox_linguistic_competence,Linguistic Competence,362,326,0.003711146,0.003572603,0.000138543,67,spine-year,openalex
2015-12-31,construct,ox_text_linguistics,Text Linguistics,354,337,0.003629131,0.003693151,-6.4019e-05,68,spine-year,openalex
2015-12-31,construct,ox_verb_morphology,Verb Morphology,354,335,0.003629131,0.003671233,-4.2101e-05,69,spine-year,openalex
2015-12-31,construct,ox_phraseology,Phraseology,353,269,0.00361888,0.002947945,0.000670934,70,spine-year,openalex
2015-12-31,construct,usage_based,Usage-based approaches,353,316,0.00361888,0.003463014,0.000155866,71,spine-year,curated
2015-12-31,construct,second_language_writing,Second language writing,344,364,0.003526614,0.003989041,-0.000462427,72,spine-year,curated
2015-12-31,construct,ox_construction_grammar,Construction Grammar,342,326,0.00350611,0.003572603,-6.6493e-05,73,spine-year,openalex
